document,sentence
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Yachasqanchikta mat'ipasun Qillqasqata awinchaspa kutichiy: Papapa wianan allpa Papaqa samasqa hak'u pampa, wayq'u, urqu, allpakunapi wian; kayhina allpapiqa papa ch'uu mikhuykunata achkhata llamk'anku."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"papaqa imaymana niraq: muyukuna, wachk'akuna sumaq hak'u lawapi, wayk'upi, ch'uupi."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"ch'uu mikhuytaq yana; papamanta allin qasawan qasachispa sarusqa, ch'akichispa ima rurasqa."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Kay allpapi wiaq mikhuykunaqa wanuyup rurasqa sumaq misk'i, hak'u qhali kawsayta, sumaq kawsayta quwanchik."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Qillqasqapi ima mikhuykunamantan kasqan willayta willawasqanchik?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Imaynataq chay mikhuykunari kasqa?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Imaraykutaq papapa wiananqa samasqa sumaq hak'u allpa kanan nikun?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Imaynataq kay allpapi wiaq mikhuykuna?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Mikhuykunapa sutinta machkaspa tarisun.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,samasqa hak'u allpapi wian.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"mikhuytaqa qasawan qasachispa, saruspa, ch'akichispa waqaychanku."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Manuel, sutikuna riqsisqanpa qillqankunata riqsiyta munan."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Mikhuykunapa sutinta awinchaspa, qillqankunata t'aqay."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,papa ch'uu Qillqakunata qhawaspa siq'ikunapa sutinta akllay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Aylluykipi huk mikhuykuna riqsisqaykimanta kasqan willayta qillqay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Raymikunamanta awinchaspa Raphi qillqasun Yachananchikpaq allichakusun Papatari maypitaq allinta llamk'anku?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachasqanchikta mat'ipasun Qillqasqata manaraq awinchachkaspa kutichiy: Papata maypitaq Papamantari allinta llamk'anku?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Qillqasqata ch'inlla awinchay, chaymantataq riqsisqayki simikunata kanchachay."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Mikhuytaqa sumaqtan uywana Papa, ch'uu mikhuykunaqa pata ayllukunapi allin achkhata, wanusapata aynipi mink'api llamk'anku."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Papamantaqa ch'uuta qasa, inti, wayrapa yanapayninwan ch'akichispa rurakun."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Papa mikhuytaqa allin samasqa, wanuchasqa allpapi pachamamaman haywarikuspa takispa, tususpa sumaqta uywana."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Mikhuytaqa sumaqta uywana, Qillqasqata awinchaspa rimaspa kutichiy."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Ayllu runakunapa mikhuykuna sumaq uywasqanku allinchu?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"ch' p Papamanta, p ch'uumantawan aswanta yachasun."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"samasqa hak'u allpapi Mamay phasita pachamamaman haykuspa, takispa, aychayupta mikhun."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,tususpa sumaq uywasqa wian.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Chayhina mikhuykuna uywayqa sumaq kawsaymi.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Siq'ikunapa qillqanwan ch'uu papa, huk simi phatmakunata wakichispa pukllasun huk simikuna tarinapaq."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Kuyuq qillqakunawan huk Rimaykunata paqarichisun.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Imapaqtaq hanaq pachata qhawachkanku?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachankichu ima kinraypitaq ayllukunapi ch'uuta ruranku.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Yachasqanchikta mat'ipasun Taytamamaykiwan yachaqmasiykikunawan rimay imakunatataq qhawana ch'uu ruranapaq, willasqanta qillqay."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Yachaqpa nisqanta awinchay: Ch'uu ruranapaqqa hanaqpachata qhawana, hanaqpacha chawpi p'unchawmanta mana phuyuyup sumaqta chiri wayra wichaymanta wayramuy chayqa allin qasa qasananpaq."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Riqsisqanchik mikhuykuna wianan ayllukunamanta kasqan willayta willakuy.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachaqmasiykikunawan imayna chay ayllukuna kasqanmanta rimay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Ima ayllukunatataq Imaynataq chay Mayqam ayllumanta riqsinki?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachaqmasiykikunawan huukuy kasqan willay willakuy qallarinaykipaq.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Imaraykutaq Imaynataq Imakunataq Maypitaq chay aylluta chay aylluri?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Ayllu akllakusqaykita Ama qunqaychu, allinta siq'ispa qhawachiy."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachaqmasiykikunapa kasqan willay willakusqanta uyariy.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Ayllu akllakusqaykimanta willakuyta tukuspataq, ima rurasqaykikunata llimp'iy."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Ayllu Yachaqmasiykunapa akllakusqaymanta Allintachu kasqan willay chanintachu rimarqani.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,willakusqankuta kasqan willayta allintachu uyarirqani.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Allinchu ayllukunamanta, uywakunamanta kasqan willay willakusqanchik?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Raphi Rurasqayta riqsichini Yachananchikpaq allichakusun Taytamamaykiman, Huk qillqasqata yachaqmasiykikunaman paqarichisun!"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"willawaqchu, iman kanman raymikuna chinkapuqtin?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Qillqanaykipaq umachakuy: Imamantataq Imatam qillqasun?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Ayllukunapi iman kanman wakin raymikuna chinkapuqtin, chaymanta huk qillqasqata paqarichiy."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Taytamamaykiman, yachaqmasiykiman qillqasqa paqarichisqaykita qhawachispa allchapay."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachasqanchikmanta hamut'asun Rimaspa kutichiy: Rurasqaykikunamanta mayqamtaq aswan allin?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Qillqasqaykita taytamamaykiman yachaqmasiykikunaman riqsichiy.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Qullakunapa chhalayninta riqsisun Raphi Yachananchikpaq allichakusun Qillqasqata manaraq awinchachkaspa kutichiy: Qillqasqa imamantataq rimachkanman?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Qullakunapa chhalaynin Qullakunaqa qanchi llaqtata purinku, qaiwa, millma, ch'arki, k'ispiu apaykusqa sarawan chhalanankupaq, paykunaqa mankata, kachita ankunapi wayk'ukunankupaq apakunku."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Chhalasqankumanta kutipuspataq wasimasintin sumaqta haywarinakunku.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Kunanataqmi qullqillawana rantinakuptinku, musuq kawsaykuna chayamusqanwan chhalanakuyman puriyninku chinkapuchkan."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Taytamaykiwan, yachaqmasiykikunawan rimaspa tapukuykunaman kutichiy: Qillqasqapiri pikunamantataq rimasqa?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Qullakunapaq ima sasachakuykunataq chhalaq purinankupaq kasqa?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Qullakunapa chhalasqanta siq'iy Yachasqanchikmanta hamut'asun  Qullakunamanta yachasqayki allinchu?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Qullakunapa sasachakuynin, uqanchikpa kikinchu?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yupaypi k'askachinakunata akllaspa qallariyninpi hanllarikunawan qallariqta k'askachiy.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Ayllukunapi runakunaqa awpaqmantapuni llama, wanaku, paqucha, wik'ua uywakunawan sumaqta uywanakuqku."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Ichaqa kunan watakunaqa runakuna manaa sunquwanchu uywapuchkanku, musuq kawsayllapia yuyaychakapuchkanku qullqirayku, chaymi pisimanta kay uywakuna chinkaripuchkan."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Imatataq rurasunman taytamamanchikman imarayku ayllukunapi uywakuna chinkasqanmanta willanapaq?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Ima uywakunatataq rikuchkanki, siq'ipi runakuna imatataq rurachkan?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Imarayku ayllukunapi uywakuna chinkasqanmanta willakuspa huk takita qillqay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Imaraykutaq ayllukunapi uywakuna Raphi chinkasqanmanta riqsisunchik Yachananchikpaq allichakusun Wasiykipi, aylluykipi kurak runawan ima uywakunan ayllukunapi chinkapusqanmanta rimay, chaymantataq qillqaspa siq'iy."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Awicha Teresa tutaraq rikch'arispa Micaela hawayninman llama wik'ua uywakunmanta willasqa.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Irqi kachkaptiyqa achkhan llama wik'ua uywakunaqa karqan.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Yuyarinsi, ayllukunapiqa llama uywataqa sumaqta wawaykutahina raymichaspa, hampispa uywaq kayku, kunanqa kay uywakunaqa pacha q'uirisqanwan, musuq kawsaykuna chayamusqanwan chinkapuchkan."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Kunan runakunaqa llama, wik'ua uywakunataqa qullqi raykullaa sumaq kawsayta qunqaspa michinku."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Yachaqmasiykikunawan taytamamaykiwan rimay, imarayku mana awpaq hinachu, sumaq uywakuna uywaymanta."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Tapukuykunaman rimaspa, qillqaspa kutichiy."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Imamantataq awicha hawayninman willarqan?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Imataq kanman lliw kay uywakuna chinkapuqtin?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Qillqasqamanhina imaraykutaq manaa awpaq hinachu uywakunata uywapunku.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,a Imaynatataq awpaq uywakunata uywarqanku?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"wik'ua llama paqucha Taytamamaykiwan rimay, imaraykupiwantaq ayllukunapi uywakuna chinkapusqanmanta."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Taytamamaykipa imarayku uywakuna chinkasqanmanta willasqanta siq'ispa qillqay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachaqmasiykiman taytamamaykiman siq'ispa qillqasqaykita qhawachiy.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Ar Mana Allinchu qampaq awpaqhina uywakuna uyway?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Ayllunchikkunapi uywakuna riqsinapaq Raphi awinchaspa qillqasun Yachananchikpaq allichakusun Yachaqmasiykikunawan rimay: Yachananchikmi imaynatas, imapaqsi Awichay, imatataq kay uywakunata rurasunman ayllunchikpi uywakuna riqsinapaq?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachasqanchikta mat'ipasun Llama hampinapaq qillqasqata awinchay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"kanan hampinapaq Llama uywata qarachimanta hampisun Teresa awicha llama, wik'ua hampinapaq willakusqanta uyariy."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Ninata hap'ichispa mankata churpuspa wirata liqlichiy.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Wira liqlichisqaykiman sarnavetwan hich'aykuspa allinta qaywiy.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Teresa awichapa nisqantahina llama, wik'ua, paqucha uywakunata qarachimanta hampiy."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Imapaqtaq kay qillqasqata qillqanku?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Imapaqtaq kay qillqasqapa willawasqanchik allin?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Qillqasqapi simikuna riqsisqaykita muyuwan wichq'ay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"PAQUCHA llama PAQUCHA WIK'UA Wik'ua Wik'ua Llama LLAMA Micaela sut'inchasqa simikunata phatmispa pukllayta munan, kuyuq qillqaykikunawan yanapay   Siq'ikunata qhawaspa simikunata awinchay."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Chaymantataq simipa t'uqyasqanmanhina muyukunaman simi phatmakunata churaspa llimp'iy.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,llama wik'ua Simi phatmakunata siq'iwan tupachispa huk llimp'illawan llimp'iy.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Teresa awicha hampiyta yachachiwanchik.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Awicha Teresa hampiyta wawakunaman kusisqa yachachin.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Ima ruraykunatataq kusikuywan rurarqanki?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Taytamamaykiwan huk uywakunapa sutinkuna qillqanaykipaq rimay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Ayllukunapi uywakunamanta willarinata Raphi awinchaspa qillqasun Yachananchikpaq allichakusun Imarayku llama phaqaray chinkapusqanmanta riqsichinapaq willarinata awinchasun!
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Qillqasqata manaraq awinchachkaspa, kutichiy: Imamantataq Qillqasqapi imakunatataq tarisunman?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Willarina Llapallan ayllu runakunata hatun huunakuypaq suyakunqa llama , wik'ua uywakunata imarayku manaa awpaqhinachu sumaq uywasqanchikmanta rimanapaq."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Maypi: Teresa awichaq wasinpi P'unchaw: sawaru iskaychunka kimsayuq Anta Sitwa killapi Pacha: : yupay tutamantan Apamuna: kuka, aqha, quqawa llama uywaymanta yachanapaq."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Willarinata awincharquspataq:  Imatataq qillqasqa willawanchik?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Kunanqa simi phatma raphikunawan simikunata paqarichiy qillqanapaq.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Simi phatmakunata awinchaspa, simikunata qillqay."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,llama paqucha wik'ua wanaku   Llama wik'ua qillqakunawan huk simi phatmakunata paqarichispa pukllasun.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Uywakuna uywaytaqa awicha Teresa allinta yachan.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Ima uywakunapiwanmi chinkapusqanmanta taytamamaykiwan rimaspa sutinkunata qillqay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachasqanchikta mat'ipasun Taytamamaykiwan yachaqmasiykikunawan llamakuna q'apachiy yachaymanta rimay.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Awichapa nisqanta awinchay: Llama, paqucha qhalilla kananpaq, mana tulluyaspa waunanpaq wiraq'uya, uaqa qura hampikunawan, wiapu saphiwan paraqay sara kutasqayupwan q'apachina."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Kay yachaykunataqa manan qunqanaykichikchu.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Llama, paqucha qhali kananpaq yachaykunata siq'ispa qillqasun."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Manaraq siq'ichkaspa, qillqachkaspa kay tapukuykunaman kutichiy: Pitaq yachaykunata."
